strategy,round,side,amount,result,bankroll,roi
Player3_Fibonacci,18534,Xiu,50000.00,Win,41052500.00,-58.95%
Player3_Fibonacci,18535,Tai,50000.00,Win,41100000.00,-58.90%
Player3_Fibonacci,18536,Tai,50000.00,Lose,41050000.00,-58.95%
Player3_Fibonacci,18537,Tai,50000.00,Lose,41000000.00,-59.00%
Player3_Fibonacci,18538,Tai,100000.00,Lose,40900000.00,-59.10%
Player3_Fibonacci,18539,Tai,150000.00,Win,41042500.00,-58.96%
Player3_Fibonacci,18540,Tai,50000.00,Win,41090000.00,-58.91%
Player3_Fibonacci,18541,Tai,50000.00,Lose,41040000.00,-58.96%
Player3_Fibonacci,18542,Xiu,50000.00,Lose,40990000.00,-59.01%
Player3_Fibonacci,18543,Xiu,100000.00,Lose,40890000.00,-59.11%
Player3_Fibonacci,18544,Tai,150000.00,Lose,40740000.00,-59.26%
Player3_Fibonacci,18545,Xiu,250000.00,Win,40977500.00,-59.02%
Player3_Fibonacci,18546,Xiu,100000.00,Win,41072500.00,-58.93%
Player3_Fibonacci,18547,Xiu,50000.00,Lose,41022500.00,-58.98%
Player3_Fibonacci,18548,Tai,50000.00,Win,41070000.00,-58.93%
Player3_Fibonacci,18549,Tai,50000.00,Lose,41020000.00,-58.98%
Player3_Fibonacci,18550,Xiu,50000.00,Lose,40970000.00,-59.03%
Player3_Fibonacci,18551,Tai,100000.00,Win,41065000.00,-58.94%
Player3_Fibonacci,18552,Tai,50000.00,Lose,41015000.00,-58.98%
Player3_Fibonacci,18553,Tai,50000.00,Lose,40965000.00,-59.04%
Player3_Fibonacci,18554,Tai,100000.00,Win,41060000.00,-58.94%
Player3_Fibonacci,18555,Tai,50000.00,Win,41107500.00,-58.89%
Player3_Fibonacci,18556,Xiu,50000.00,Lose,41057500.00,-58.94%
Player3_Fibonacci,18557,Xiu,50000.00,Lose,41007500.00,-58.99%
Player3_Fibonacci,18558,Tai,100000.00,Win,41102500.00,-58.90%
Player3_Fibonacci,18559,Xiu,50000.00,Lose,41052500.00,-58.95%
Player3_Fibonacci,18560,Xiu,50000.00,Lose,41002500.00,-59.00%
Player3_Fibonacci,18561,Tai,100000.00,Win,41097500.00,-58.90%
Player3_Fibonacci,18562,Tai,50000.00,Win,41145000.00,-58.86%
Player3_Fibonacci,18563,Xiu,50000.00,Lose,41095000.00,-58.90%
Player3_Fibonacci,18564,Tai,50000.00,Lose,41045000.00,-58.95%
Player3_Fibonacci,18565,Tai,100000.00,Lose,40945000.00,-59.05%
Player3_Fibonacci,18566,Xiu,150000.00,Win,41087500.00,-58.91%
Player3_Fibonacci,18567,Xiu,50000.00,Win,41135000.00,-58.87%
Player3_Fibonacci,18568,Xiu,50000.00,Lose,41085000.00,-58.91%
Player3_Fibonacci,18569,Tai,50000.00,Lose,41035000.00,-58.97%
Player3_Fibonacci,18570,Xiu,100000.00,Win,41130000.00,-58.87%
Player3_Fibonacci,18571,Xiu,50000.00,Lose,41080000.00,-58.92%
Player3_Fibonacci,18572,Tai,50000.00,Lose,41030000.00,-58.97%
Player3_Fibonacci,18573,Xiu,100000.00,Win,41125000.00,-58.88%
Player3_Fibonacci,18574,Xiu,50000.00,Lose,41075000.00,-58.93%
Player3_Fibonacci,18575,Xiu,50000.00,Lose,41025000.00,-58.98%
Player3_Fibonacci,18576,Xiu,100000.00,Lose,40925000.00,-59.08%
Player3_Fibonacci,18577,Xiu,150000.00,Lose,40775000.00,-59.23%
Player3_Fibonacci,18578,Tai,250000.00,Win,41012500.00,-58.99%
Player3_Fibonacci,18579,Tai,100000.00,Lose,40912500.00,-59.09%
Player3_Fibonacci,18580,Xiu,150000.00,Win,41055000.00,-58.95%
Player3_Fibonacci,18581,Xiu,50000.00,Win,41102500.00,-58.90%
Player3_Fibonacci,18582,Tai,50000.00,Lose,41052500.00,-58.95%
Player3_Fibonacci,18583,Tai,50000.00,Win,41100000.00,-58.90%
Player3_Fibonacci,18584,Tai,50000.00,Lose,41050000.00,-58.95%
Player3_Fibonacci,18585,Tai,50000.00,Lose,41000000.00,-59.00%
Player3_Fibonacci,18586,Tai,100000.00,Lose,40900000.00,-59.10%
Player3_Fibonacci,18587,Xiu,150000.00,Win,41042500.00,-58.96%
Player3_Fibonacci,18588,Tai,50000.00,Lose,40992500.00,-59.01%
Player3_Fibonacci,18589,Xiu,100000.00,Lose,40892500.00,-59.11%
Player3_Fibonacci,18590,Xiu,150000.00,Win,41035000.00,-58.97%
Player3_Fibonacci,18591,Xiu,50000.00,Win,41082500.00,-58.92%
Player3_Fibonacci,18592,Tai,50000.00,Win,41130000.00,-58.87%
Player3_Fibonacci,18593,Tai,50000.00,Win,41177500.00,-58.82%
Player3_Fibonacci,18594,Tai,50000.00,Win,41225000.00,-58.77%
Player3_Fibonacci,18595,Tai,50000.00,Lose,41175000.00,-58.83%
Player3_Fibonacci,18596,Tai,50000.00,Win,41222500.00,-58.78%
Player3_Fibonacci,18597,Tai,50000.00,Win,41270000.00,-58.73%
Player3_Fibonacci,18598,Tai,50000.00,Win,41317500.00,-58.68%
Player3_Fibonacci,18599,Xiu,50000.00,Win,41365000.00,-58.64%
Player3_Fibonacci,18600,Tai,50000.00,Win,41412500.00,-58.59%
Player3_Fibonacci,18601,Xiu,50000.00,Lose,41362500.00,-58.64%
Player3_Fibonacci,18602,Xiu,50000.00,Win,41410000.00,-58.59%
Player3_Fibonacci,18603,Tai,50000.00,Win,41457500.00,-58.54%
Player3_Fibonacci,18604,Tai,50000.00,Win,41505000.00,-58.49%
Player3_Fibonacci,18605,Xiu,50000.00,Lose,41455000.00,-58.55%
Player3_Fibonacci,18606,Tai,50000.00,Win,41502500.00,-58.50%
Player3_Fibonacci,18607,Xiu,50000.00,Win,41550000.00,-58.45%
Player3_Fibonacci,18608,Tai,50000.00,Win,41597500.00,-58.40%
Player3_Fibonacci,18609,Tai,50000.00,Lose,41547500.00,-58.45%
Player3_Fibonacci,18610,Tai,50000.00,Win,41595000.00,-58.40%
Player3_Fibonacci,18611,Tai,50000.00,Lose,41545000.00,-58.45%
Player3_Fibonacci,18612,Xiu,50000.00,Lose,41495000.00,-58.50%
Player3_Fibonacci,18613,Xiu,100000.00,Win,41590000.00,-58.41%
Player3_Fibonacci,18614,Xiu,50000.00,Win,41637500.00,-58.36%
Player3_Fibonacci,18615,Xiu,50000.00,Win,41685000.00,-58.31%
Player3_Fibonacci,18616,Xiu,50000.00,Win,41732500.00,-58.27%
Player3_Fibonacci,18617,Xiu,50000.00,Lose,41682500.00,-58.32%
Player3_Fibonacci,18618,Tai,50000.00,Lose,41632500.00,-58.37%
Player3_Fibonacci,18619,Xiu,100000.00,Win,41727500.00,-58.27%
Player3_Fibonacci,18620,Tai,50000.00,Win,41775000.00,-58.23%
Player3_Fibonacci,18621,Xiu,50000.00,Win,41822500.00,-58.18%
Player3_Fibonacci,18622,Tai,50000.00,Lose,41772500.00,-58.23%
Player3_Fibonacci,18623,Tai,50000.00,Win,41820000.00,-58.18%
Player3_Fibonacci,18624,Xiu,50000.00,Win,41867500.00,-58.13%
Player3_Fibonacci,18625,Tai,50000.00,Win,41915000.00,-58.09%
Player3_Fibonacci,18626,Xiu,50000.00,Lose,41865000.00,-58.14%
Player3_Fibonacci,18627,Tai,50000.00,Lose,41815000.00,-58.18%
Player3_Fibonacci,18628,Tai,100000.00,Win,41910000.00,-58.09%
Player3_Fibonacci,18629,Xiu,50000.00,Win,41957500.00,-58.04%
Player3_Fibonacci,18630,Tai,50000.00,Lose,41907500.00,-58.09%
Player3_Fibonacci,18631,Xiu,50000.00,Win,41955000.00,-58.05%
Player3_Fibonacci,18632,Xiu,50000.00,Lose,41905000.00,-58.09%
Player3_Fibonacci,18633,Xiu,50000.00,Lose,41855000.00,-58.15%
Player3_Fibonacci,18634,Tai,100000.00,Win,41950000.00,-58.05%
Player3_Fibonacci,18635,Xiu,50000.00,Win,41997500.00,-58.00%
Player3_Fibonacci,18636,Xiu,50000.00,Win,42045000.00,-57.95%
Player3_Fibonacci,18637,Tai,50000.00,Lose,41995000.00,-58.00%
Player3_Fibonacci,18638,Tai,50000.00,Lose,41945000.00,-58.05%
Player3_Fibonacci,18639,Xiu,100000.00,Win,42040000.00,-57.96%
Player3_Fibonacci,18640,Tai,50000.00,Win,42087500.00,-57.91%
Player3_Fibonacci,18641,Tai,50000.00,Win,42135000.00,-57.87%
Player3_Fibonacci,18642,Xiu,50000.00,Win,42182500.00,-57.82%
Player3_Fibonacci,18643,Xiu,50000.00,Win,42230000.00,-57.77%
Player3_Fibonacci,18644,Tai,50000.00,Win,42277500.00,-57.72%
Player3_Fibonacci,18645,Xiu,50000.00,Win,42325000.00,-57.67%
Player3_Fibonacci,18646,Xiu,50000.00,Win,42372500.00,-57.63%
Player3_Fibonacci,18647,Xiu,50000.00,Lose,42322500.00,-57.68%
Player3_Fibonacci,18648,Xiu,50000.00,Win,42370000.00,-57.63%
Player3_Fibonacci,18649,Tai,50000.00,Lose,42320000.00,-57.68%
Player3_Fibonacci,18650,Tai,50000.00,Lose,42270000.00,-57.73%
Player3_Fibonacci,18651,Tai,100000.00,Win,42365000.00,-57.64%
Player3_Fibonacci,18652,Xiu,50000.00,Lose,42315000.00,-57.68%
Player3_Fibonacci,18653,Xiu,50000.00,Lose,42265000.00,-57.73%
Player3_Fibonacci,18654,Xiu,100000.00,Lose,42165000.00,-57.84%
Player3_Fibonacci,18655,Tai,150000.00,Win,42307500.00,-57.69%
Player3_Fibonacci,18656,Xiu,50000.00,Win,42355000.00,-57.65%
Player3_Fibonacci,18657,Xiu,50000.00,Lose,42305000.00,-57.69%
Player3_Fibonacci,18658,Tai,50000.00,Win,42352500.00,-57.65%
Player3_Fibonacci,18659,Tai,50000.00,Lose,42302500.00,-57.70%
Player3_Fibonacci,18660,Xiu,50000.00,Win,42350000.00,-57.65%
Player3_Fibonacci,18661,Xiu,50000.00,Lose,42300000.00,-57.70%
Player3_Fibonacci,18662,Xiu,50000.00,Win,42347500.00,-57.65%
Player3_Fibonacci,18663,Xiu,50000.00,Lose,42297500.00,-57.70%
Player3_Fibonacci,18664,Xiu,50000.00,Win,42345000.00,-57.66%
Player3_Fibonacci,18665,Xiu,50000.00,Lose,42295000.00,-57.70%
Player3_Fibonacci,18666,Tai,50000.00,Win,42342500.00,-57.66%
Player3_Fibonacci,18667,Tai,50000.00,Lose,42292500.00,-57.71%
Player3_Fibonacci,18668,Tai,50000.00,Lose,42242500.00,-57.76%
Player3_Fibonacci,18669,Tai,100000.00,Lose,42142500.00,-57.86%
Player3_Fibonacci,18670,Tai,150000.00,Lose,41992500.00,-58.01%
Player3_Fibonacci,18671,Tai,250000.00,Lose,41742500.00,-58.26%
Player3_Fibonacci,18672,Tai,400000.00,Win,42122500.00,-57.88%
Player3_Fibonacci,18673,Tai,150000.00,Lose,41972500.00,-58.03%
Player3_Fibonacci,18674,Tai,250000.00,Lose,41722500.00,-58.28%
Player3_Fibonacci,18675,Xiu,400000.00,Win,42102500.00,-57.90%
Player3_Fibonacci,18676,Xiu,150000.00,Lose,41952500.00,-58.05%
Player3_Fibonacci,18677,Xiu,250000.00,Win,42190000.00,-57.81%
Player3_Fibonacci,18678,Xiu,100000.00,Lose,42090000.00,-57.91%
Player3_Fibonacci,18679,Tai,150000.00,Win,42232500.00,-57.77%
Player3_Fibonacci,18680,Tai,50000.00,Lose,42182500.00,-57.82%
Player3_Fibonacci,18681,Xiu,100000.00,Win,42277500.00,-57.72%
Player3_Fibonacci,18682,Tai,50000.00,Win,42325000.00,-57.67%
Player3_Fibonacci,18683,Tai,50000.00,Lose,42275000.00,-57.73%
Player3_Fibonacci,18684,Xiu,50000.00,Win,42322500.00,-57.68%
Player3_Fibonacci,18685,Tai,50000.00,Lose,42272500.00,-57.73%
Player3_Fibonacci,18686,Tai,50000.00,Lose,42222500.00,-57.78%
Player3_Fibonacci,18687,Xiu,100000.00,Lose,42122500.00,-57.88%
Player3_Fibonacci,18688,Tai,150000.00,Win,42265000.00,-57.73%
Player3_Fibonacci,18689,Xiu,50000.00,Win,42312500.00,-57.69%
Player3_Fibonacci,18690,Xiu,50000.00,Lose,42262500.00,-57.74%
Player3_Fibonacci,18691,Tai,50000.00,Win,42310000.00,-57.69%
Player3_Fibonacci,18692,Tai,50000.00,Lose,42260000.00,-57.74%
Player3_Fibonacci,18693,Tai,50000.00,Lose,42210000.00,-57.79%
Player3_Fibonacci,18694,Xiu,100000.00,Win,42305000.00,-57.69%
Player3_Fibonacci,18695,Xiu,50000.00,Lose,42255000.00,-57.75%
Player3_Fibonacci,18696,Xiu,50000.00,Win,42302500.00,-57.70%
Player3_Fibonacci,18697,Xiu,50000.00,Lose,42252500.00,-57.75%
Player3_Fibonacci,18698,Xiu,50000.00,Win,42300000.00,-57.70%
Player3_Fibonacci,18699,Xiu,50000.00,Win,42347500.00,-57.65%
Player3_Fibonacci,18700,Xiu,50000.00,Lose,42297500.00,-57.70%
Player3_Fibonacci,18701,Xiu,50000.00,Win,42345000.00,-57.66%
Player3_Fibonacci,18702,Tai,50000.00,Lose,42295000.00,-57.70%
Player3_Fibonacci,18703,Xiu,50000.00,Win,42342500.00,-57.66%
Player3_Fibonacci,18704,Tai,50000.00,Lose,42292500.00,-57.71%
Player3_Fibonacci,18705,Tai,50000.00,Lose,42242500.00,-57.76%
Player3_Fibonacci,18706,Xiu,100000.00,Lose,42142500.00,-57.86%
Player3_Fibonacci,18707,Xiu,150000.00,Lose,41992500.00,-58.01%
Player3_Fibonacci,18708,Tai,250000.00,Win,42230000.00,-57.77%
Player3_Fibonacci,18709,Tai,100000.00,Win,42325000.00,-57.67%
Player3_Fibonacci,18710,Xiu,50000.00,Lose,42275000.00,-57.73%
Player3_Fibonacci,18711,Tai,50000.00,Win,42322500.00,-57.68%
Player3_Fibonacci,18712,Tai,50000.00,Lose,42272500.00,-57.73%
Player3_Fibonacci,18713,Tai,50000.00,Lose,42222500.00,-57.78%
Player3_Fibonacci,18714,Xiu,100000.00,Lose,42122500.00,-57.88%
Player3_Fibonacci,18715,Xiu,150000.00,Lose,41972500.00,-58.03%
Player3_Fibonacci,18716,Tai,250000.00,Lose,41722500.00,-58.28%
Player3_Fibonacci,18717,Xiu,400000.00,Lose,41322500.00,-58.68%
Player3_Fibonacci,18718,Xiu,650000.00,Lose,40672500.00,-59.33%
Player3_Fibonacci,18719,Tai,1000000.00,Lose,39672500.00,-60.33%
Player3_Fibonacci,18720,Tai,1000000.00,Lose,38672500.00,-61.33%
Player3_Fibonacci,18721,Xiu,1000000.00,Win,39622500.00,-60.38%
Player3_Fibonacci,18722,Xiu,1000000.00,Lose,38622500.00,-61.38%
Player3_Fibonacci,18723,Xiu,1000000.00,Lose,37622500.00,-62.38%
Player3_Fibonacci,18724,Xiu,1000000.00,Win,38572500.00,-61.43%
Player3_Fibonacci,18725,Xiu,1000000.00,Win,39522500.00,-60.48%
Player3_Fibonacci,18726,Tai,400000.00,Lose,39122500.00,-60.88%
Player3_Fibonacci,18727,Xiu,650000.00,Win,39740000.00,-60.26%
Player3_Fibonacci,18728,Xiu,250000.00,Lose,39490000.00,-60.51%
Player3_Fibonacci,18729,Tai,400000.00,Lose,39090000.00,-60.91%
Player3_Fibonacci,18730,Xiu,650000.00,Win,39707500.00,-60.29%
Player3_Fibonacci,18731,Tai,250000.00,Win,39945000.00,-60.05%
Player3_Fibonacci,18732,Tai,100000.00,Lose,39845000.00,-60.16%
Player3_Fibonacci,18733,Xiu,150000.00,Win,39987500.00,-60.01%
Player3_Fibonacci,18734,Xiu,50000.00,Lose,39937500.00,-60.06%
Player3_Fibonacci,18735,Tai,100000.00,Lose,39837500.00,-60.16%
Player3_Fibonacci,18736,Xiu,150000.00,Lose,39687500.00,-60.31%
Player3_Fibonacci,18737,Xiu,250000.00,Win,39925000.00,-60.08%
Player3_Fibonacci,18738,Xiu,100000.00,Win,40020000.00,-59.98%
Player3_Fibonacci,18739,Xiu,50000.00,Win,40067500.00,-59.93%
Player3_Fibonacci,18740,Tai,50000.00,Win,40115000.00,-59.88%
Player3_Fibonacci,18741,Xiu,50000.00,Win,40162500.00,-59.84%
Player3_Fibonacci,18742,Tai,50000.00,Win,40210000.00,-59.79%
Player3_Fibonacci,18743,Xiu,50000.00,Win,40257500.00,-59.74%
Player3_Fibonacci,18744,Xiu,50000.00,Win,40305000.00,-59.70%
Player3_Fibonacci,18745,Xiu,50000.00,Lose,40255000.00,-59.75%
Player3_Fibonacci,18746,Tai,50000.00,Lose,40205000.00,-59.80%
Player3_Fibonacci,18747,Xiu,100000.00,Win,40300000.00,-59.70%
Player3_Fibonacci,18748,Tai,50000.00,Win,40347500.00,-59.65%
Player3_Fibonacci,18749,Tai,50000.00,Win,40395000.00,-59.60%
Player3_Fibonacci,18750,Xiu,50000.00,Lose,40345000.00,-59.66%
Player3_Fibonacci,18751,Xiu,50000.00,Lose,40295000.00,-59.70%
Player3_Fibonacci,18752,Tai,100000.00,Win,40390000.00,-59.61%
Player3_Fibonacci,18753,Xiu,50000.00,Lose,40340000.00,-59.66%
Player3_Fibonacci,18754,Tai,50000.00,Lose,40290000.00,-59.71%
Player3_Fibonacci,18755,Xiu,100000.00,Lose,40190000.00,-59.81%
Player3_Fibonacci,18756,Xiu,150000.00,Lose,40040000.00,-59.96%
Player3_Fibonacci,18757,Tai,250000.00,Win,40277500.00,-59.72%
Player3_Fibonacci,18758,Xiu,100000.00,Lose,40177500.00,-59.82%
Player3_Fibonacci,18759,Tai,150000.00,Lose,40027500.00,-59.97%
Player3_Fibonacci,18760,Xiu,250000.00,Win,40265000.00,-59.74%
Player3_Fibonacci,18761,Tai,100000.00,Lose,40165000.00,-59.84%
Player3_Fibonacci,18762,Tai,150000.00,Win,40307500.00,-59.69%
Player3_Fibonacci,18763,Xiu,50000.00,Lose,40257500.00,-59.74%
Player3_Fibonacci,18764,Xiu,100000.00,Win,40352500.00,-59.65%
Player3_Fibonacci,18765,Tai,50000.00,Lose,40302500.00,-59.70%
Player3_Fibonacci,18766,Xiu,50000.00,Lose,40252500.00,-59.75%
Player3_Fibonacci,18767,Tai,100000.00,Win,40347500.00,-59.65%
Player3_Fibonacci,18768,Tai,50000.00,Lose,40297500.00,-59.70%
Player3_Fibonacci,18769,Xiu,50000.00,Win,40345000.00,-59.66%
Player3_Fibonacci,18770,Tai,50000.00,Lose,40295000.00,-59.70%
Player3_Fibonacci,18771,Tai,50000.00,Lose,40245000.00,-59.76%
Player3_Fibonacci,18772,Xiu,100000.00,Lose,40145000.00,-59.86%
Player3_Fibonacci,18773,Tai,150000.00,Lose,39995000.00,-60.00%
Player3_Fibonacci,18774,Xiu,250000.00,Lose,39745000.00,-60.26%
Player3_Fibonacci,18775,Tai,400000.00,Win,40125000.00,-59.88%
Player3_Fibonacci,18776,Xiu,150000.00,Lose,39975000.00,-60.02%
Player3_Fibonacci,18777,Tai,250000.00,Win,40212500.00,-59.79%
Player3_Fibonacci,18778,Xiu,100000.00,Win,40307500.00,-59.69%
Player3_Fibonacci,18779,Tai,50000.00,Lose,40257500.00,-59.74%
Player3_Fibonacci,18780,Xiu,50000.00,Lose,40207500.00,-59.79%
Player3_Fibonacci,18781,Xiu,100000.00,Lose,40107500.00,-59.89%
Player3_Fibonacci,18782,Xiu,150000.00,Win,40250000.00,-59.75%
Player3_Fibonacci,18783,Xiu,50000.00,Lose,40200000.00,-59.80%
Player3_Fibonacci,18784,Tai,100000.00,Lose,40100000.00,-59.90%
Player3_Fibonacci,18785,Tai,150000.00,Win,40242500.00,-59.76%
Player3_Fibonacci,18786,Xiu,50000.00,Lose,40192500.00,-59.81%
Player3_Fibonacci,18787,Xiu,100000.00,Win,40287500.00,-59.71%
Player3_Fibonacci,18788,Xiu,50000.00,Win,40335000.00,-59.66%
Player3_Fibonacci,18789,Tai,50000.00,Lose,40285000.00,-59.71%
Player3_Fibonacci,18790,Tai,50000.00,Win,40332500.00,-59.67%
Player3_Fibonacci,18791,Xiu,50000.00,Lose,40282500.00,-59.72%
Player3_Fibonacci,18792,Xiu,50000.00,Win,40330000.00,-59.67%
Player3_Fibonacci,18793,Xiu,50000.00,Win,40377500.00,-59.62%
Player3_Fibonacci,18794,Tai,50000.00,Lose,40327500.00,-59.67%
Player3_Fibonacci,18795,Tai,50000.00,Lose,40277500.00,-59.72%
Player3_Fibonacci,18796,Tai,100000.00,Win,40372500.00,-59.63%
Player3_Fibonacci,18797,Tai,50000.00,Win,40420000.00,-59.58%
Player3_Fibonacci,18798,Tai,50000.00,Win,40467500.00,-59.53%
Player3_Fibonacci,18799,Tai,50000.00,Win,40515000.00,-59.48%
Player3_Fibonacci,18800,Xiu,50000.00,Lose,40465000.00,-59.54%
Player3_Fibonacci,18801,Tai,50000.00,Win,40512500.00,-59.49%
Player3_Fibonacci,18802,Xiu,50000.00,Win,40560000.00,-59.44%
Player3_Fibonacci,18803,Tai,50000.00,Win,40607500.00,-59.39%
Player3_Fibonacci,18804,Xiu,50000.00,Lose,40557500.00,-59.44%
Player3_Fibonacci,18805,Tai,50000.00,Win,40605000.00,-59.39%
Player3_Fibonacci,18806,Tai,50000.00,Win,40652500.00,-59.35%
Player3_Fibonacci,18807,Xiu,50000.00,Lose,40602500.00,-59.40%
Player3_Fibonacci,18808,Tai,50000.00,Lose,40552500.00,-59.45%
Player3_Fibonacci,18809,Xiu,100000.00,Win,40647500.00,-59.35%
Player3_Fibonacci,18810,Tai,50000.00,Lose,40597500.00,-59.40%
Player3_Fibonacci,18811,Xiu,50000.00,Win,40645000.00,-59.36%
Player3_Fibonacci,18812,Xiu,50000.00,Win,40692500.00,-59.31%
Player3_Fibonacci,18813,Tai,50000.00,Win,40740000.00,-59.26%
Player3_Fibonacci,18814,Xiu,50000.00,Lose,40690000.00,-59.31%
Player3_Fibonacci,18815,Tai,50000.00,Win,40737500.00,-59.26%
Player3_Fibonacci,18816,Xiu,50000.00,Win,40785000.00,-59.21%
Player3_Fibonacci,18817,Xiu,50000.00,Win,40832500.00,-59.17%
Player3_Fibonacci,18818,Tai,50000.00,Lose,40782500.00,-59.22%
Player3_Fibonacci,18819,Xiu,50000.00,Lose,40732500.00,-59.27%
Player3_Fibonacci,18820,Xiu,100000.00,Lose,40632500.00,-59.37%
Player3_Fibonacci,18821,Xiu,150000.00,Win,40775000.00,-59.23%
Player3_Fibonacci,18822,Tai,50000.00,Lose,40725000.00,-59.27%
Player3_Fibonacci,18823,Tai,100000.00,Win,40820000.00,-59.18%
Player3_Fibonacci,18824,Xiu,50000.00,Win,40867500.00,-59.13%
Player3_Fibonacci,18825,Xiu,50000.00,Lose,40817500.00,-59.18%
Player3_Fibonacci,18826,Xiu,50000.00,Lose,40767500.00,-59.23%
Player3_Fibonacci,18827,Xiu,100000.00,Win,40862500.00,-59.14%
Player3_Fibonacci,18828,Xiu,50000.00,Win,40910000.00,-59.09%
Player3_Fibonacci,18829,Tai,50000.00,Win,40957500.00,-59.04%
Player3_Fibonacci,18830,Tai,50000.00,Lose,40907500.00,-59.09%
Player3_Fibonacci,18831,Tai,50000.00,Lose,40857500.00,-59.14%
Player3_Fibonacci,18832,Xiu,100000.00,Win,40952500.00,-59.05%
Player3_Fibonacci,18833,Xiu,50000.00,Lose,40902500.00,-59.10%
Player3_Fibonacci,18834,Tai,50000.00,Win,40950000.00,-59.05%
Player3_Fibonacci,18835,Tai,50000.00,Win,40997500.00,-59.00%
Player3_Fibonacci,18836,Xiu,50000.00,Win,41045000.00,-58.95%
Player3_Fibonacci,18837,Tai,50000.00,Win,41092500.00,-58.91%
Player3_Fibonacci,18838,Xiu,50000.00,Win,41140000.00,-58.86%
Player3_Fibonacci,18839,Xiu,50000.00,Lose,41090000.00,-58.91%
Player3_Fibonacci,18840,Tai,50000.00,Lose,41040000.00,-58.96%
Player3_Fibonacci,18841,Tai,100000.00,Lose,40940000.00,-59.06%
Player3_Fibonacci,18842,Xiu,150000.00,Win,41082500.00,-58.92%
Player3_Fibonacci,18843,Tai,50000.00,Lose,41032500.00,-58.97%
Player3_Fibonacci,18844,Xiu,100000.00,Lose,40932500.00,-59.07%
Player3_Fibonacci,18845,Xiu,150000.00,Win,41075000.00,-58.93%
Player3_Fibonacci,18846,Tai,50000.00,Lose,41025000.00,-58.98%
Player3_Fibonacci,18847,Tai,100000.00,Lose,40925000.00,-59.08%
Player3_Fibonacci,18848,Xiu,150000.00,Win,41067500.00,-58.93%
Player3_Fibonacci,18849,Tai,50000.00,Lose,41017500.00,-58.98%
Player3_Fibonacci,18850,Tai,100000.00,Win,41112500.00,-58.89%
Player3_Fibonacci,18851,Tai,50000.00,Lose,41062500.00,-58.94%
Player3_Fibonacci,18852,Tai,50000.00,Win,41110000.00,-58.89%
Player3_Fibonacci,18853,Xiu,50000.00,Win,41157500.00,-58.84%
Player3_Fibonacci,18854,Xiu,50000.00,Lose,41107500.00,-58.89%
Player3_Fibonacci,18855,Xiu,50000.00,Win,41155000.00,-58.85%
Player3_Fibonacci,18856,Xiu,50000.00,Lose,41105000.00,-58.89%
Player3_Fibonacci,18857,Tai,50000.00,Lose,41055000.00,-58.95%
Player3_Fibonacci,18858,Xiu,100000.00,Lose,40955000.00,-59.05%
Player3_Fibonacci,18859,Tai,150000.00,Win,41097500.00,-58.90%
Player3_Fibonacci,18860,Tai,50000.00,Win,41145000.00,-58.86%
Player3_Fibonacci,18861,Tai,50000.00,Win,41192500.00,-58.81%
Player3_Fibonacci,18862,Xiu,50000.00,Win,41240000.00,-58.76%
Player3_Fibonacci,18863,Xiu,50000.00,Win,41287500.00,-58.71%
Player3_Fibonacci,18864,Tai,50000.00,Lose,41237500.00,-58.76%
Player3_Fibonacci,18865,Tai,50000.00,Lose,41187500.00,-58.81%
Player3_Fibonacci,18866,Tai,100000.00,Lose,41087500.00,-58.91%
Player3_Fibonacci,18867,Tai,150000.00,Lose,40937500.00,-59.06%
Player3_Fibonacci,18868,Xiu,250000.00,Win,41175000.00,-58.83%
Player3_Fibonacci,18869,Tai,100000.00,Win,41270000.00,-58.73%
Player3_Fibonacci,18870,Tai,50000.00,Win,41317500.00,-58.68%
Player3_Fibonacci,18871,Tai,50000.00,Win,41365000.00,-58.64%
Player3_Fibonacci,18872,Xiu,50000.00,Lose,41315000.00,-58.68%
Player3_Fibonacci,18873,Xiu,50000.00,Win,41362500.00,-58.64%
Player3_Fibonacci,18874,Tai,50000.00,Lose,41312500.00,-58.69%
Player3_Fibonacci,18875,Tai,50000.00,Win,41360000.00,-58.64%
Player3_Fibonacci,18876,Xiu,50000.00,Lose,41310000.00,-58.69%
Player3_Fibonacci,18877,Tai,50000.00,Win,41357500.00,-58.64%
Player3_Fibonacci,18878,Xiu,50000.00,Win,41405000.00,-58.59%
Player3_Fibonacci,18879,Xiu,50000.00,Win,41452500.00,-58.55%
Player3_Fibonacci,18880,Tai,50000.00,Win,41500000.00,-58.50%
Player3_Fibonacci,18881,Tai,50000.00,Lose,41450000.00,-58.55%
Player3_Fibonacci,18882,Tai,50000.00,Lose,41400000.00,-58.60%
Player3_Fibonacci,18883,Tai,100000.00,Win,41495000.00,-58.50%
Player3_Fibonacci,18884,Xiu,50000.00,Win,41542500.00,-58.46%
Player3_Fibonacci,18885,Tai,50000.00,Win,41590000.00,-58.41%
Player3_Fibonacci,18886,Xiu,50000.00,Lose,41540000.00,-58.46%
Player3_Fibonacci,18887,Tai,50000.00,Win,41587500.00,-58.41%
Player3_Fibonacci,18888,Tai,50000.00,Lose,41537500.00,-58.46%
Player3_Fibonacci,18889,Tai,50000.00,Lose,41487500.00,-58.51%
Player3_Fibonacci,18890,Tai,100000.00,Win,41582500.00,-58.42%
Player3_Fibonacci,18891,Xiu,50000.00,Win,41630000.00,-58.37%
